Aircraft_ID,Airline_Name,Model_ID,Manufactured_Date
AC01402,Air France,Boeing 777-300ER,2001-12-22
AC01403,Air France,Boeing 747-400,2014-03-26
AC01404,Air France,Boeing 737-800,2000-05-22
AC01405,Air France,Boeing 777-300ER,2016-03-18
AC01406,Air France,Boeing 787-9 Dreamliner,2022-07-24
AC01407,Air France,Boeing 747-400,2000-04-10
AC01408,Air France,Airbus A320-200,2012-01-23
AC01409,Air France,Airbus A350-900,2019-08-09
AC01410,Air France,Boeing 747-400,2002-08-07
AC01411,Air France,Boeing 747-400,1999-10-17
AC01412,Air France,Airbus A330-300,2013-03-30
AC01413,Air France,Boeing 787-9 Dreamliner,1996-10-21
AC01414,Air France,Boeing 747-400,2017-04-10
AC01415,Air France,Boeing 777-300ER,2002-06-25
AC01416,Air France,Airbus A330-300,2002-02-23
AC01417,Air France,Boeing 737 MAX 8,1997-09-08
AC01418,Air France,Boeing 777-300ER,2005-10-04
AC01419,Air France,Airbus A350-900,2014-07-23
AC01420,Air France,Airbus A350-900,2007-03-19
AC01421,Air France,Boeing 737 MAX 8,2016-12-08
AC01422,Air France,Boeing 737-800,2000-05-12
AC01423,Air France,Boeing 737 MAX 8,2013-03-09
AC01424,Air France,Airbus A320-200,2001-06-01
AC01425,Air France,Boeing 787-9 Dreamliner,2001-05-18
AC01426,Air France,Airbus A320-200,2006-01-02
AC01427,Air France,Boeing 737 MAX 8,1999-04-02
AC01428,Air France,Boeing 747-400,2011-07-19
AC01429,Air France,Boeing 787-9 Dreamliner,2003-06-13
AC01430,Air France,Boeing 747-400,2019-10-19
AC01431,Air France,Boeing 737-800,2003-07-10
AC01432,Air France,Boeing 777-300ER,2014-07-04
AC01433,Air France,Boeing 737-800,2000-08-27
AC01434,Air France,Boeing 737-800,2011-12-02
AC01435,Air France,Boeing 747-400,2001-11-20
AC01436,Air France,Boeing 747-400,2020-03-30
AC01437,Air France,Airbus A320-200,2007-05-09
AC01438,Air France,Boeing 737 MAX 8,2005-05-19
AC01439,Air France,Boeing 777-300ER,2020-09-19
AC01440,Air France,Boeing 787-9 Dreamliner,2013-12-27
AC01441,Air France,Boeing 737 MAX 8,2010-06-03
AC01442,Air France,Boeing 737-800,2003-06-09
AC01443,Air France,Boeing 737-800,1996-07-05
AC01444,Air France,Boeing 777-300ER,2018-09-07
AC01445,Air France,Boeing 737 MAX 8,2014-07-27
AC01446,Air France,Airbus A350-900,1997-03-29
AC01447,Air France,Boeing 737-800,2008-03-20
AC01448,Air France,Airbus A330-300,2017-05-07
AC01449,Air France,Boeing 747-400,2009-03-18
AC01450,Air France,Airbus A220-300,1999-09-13
AC01451,Air France,Boeing 737-800,2019-07-11
AC01452,Air France,Boeing 737 MAX 8,2008-01-01
AC01453,Air France,Airbus A330-300,2005-06-07
AC01454,Air France,Boeing 737-800,2022-07-12
AC01455,Air France,Boeing 787-9 Dreamliner,2005-07-30
AC01456,Air France,Boeing 737-800,1998-06-29
AC01457,Air France,Boeing 777-300ER,2009-09-22
AC01458,Air France,Boeing 787-9 Dreamliner,1996-03-19
AC01459,Air France,Boeing 777-300ER,2022-09-04
AC01460,Air France,Airbus A220-300,2019-08-04
AC01461,Air France,Airbus A320-200,2009-08-23
AC01462,Air France,Boeing 787-9 Dreamliner,1995-02-11
AC01463,Air France,Boeing 747-400,2007-11-27
AC01464,Air France,Airbus A220-300,2009-01-27
AC01465,Air France,Boeing 777-300ER,2000-09-01
AC01466,Air France,Boeing 747-400,1999-11-29
AC01467,Air France,Boeing 737 MAX 8,2014-04-22
AC01468,Air France,Boeing 747-400,1999-10-20
AC01469,Air France,Airbus A330-300,2012-08-28
AC01470,Air France,Airbus A330-300,1998-05-26
AC01471,Air France,Airbus A220-300,1996-09-16
AC01472,Air France,Boeing 747-400,2008-12-21
AC01473,Air France,Boeing 737 MAX 8,2002-08-21
AC01474,Air France,Boeing 747-400,1998-02-02
AC01475,Air France,Airbus A220-300,2007-02-17
AC01476,Air France,Airbus A350-900,2021-02-07
AC01477,Air France,Airbus A320-200,1998-06-06
AC01478,Air France,Boeing 777-300ER,2011-07-01
AC01479,Air France,Airbus A320-200,2008-10-15
AC01480,Air France,Airbus A380-800,2014-06-29
AC01481,Air France,Airbus A380-800,2004-03-28
AC01482,Air France,Boeing 737 MAX 8,2000-03-13
AC01483,Air France,Boeing 787-9 Dreamliner,2011-09-06
AC01484,Air France,Boeing 737-800,2010-07-02
AC01485,Air France,Airbus A350-900,2021-12-26
AC01486,Air France,Airbus A330-300,2018-06-22
AC01487,Air France,Boeing 787-9 Dreamliner,2022-08-05
AC01488,Air France,Boeing 737 MAX 8,2003-02-15
AC01489,Air France,Boeing 747-400,1997-07-07
AC01490,Air France,Boeing 747-400,2001-07-14
AC01491,Air France,Airbus A330-300,2019-06-12
AC01492,Air France,Boeing 777-300ER,2005-11-22
AC01493,Air France,Boeing 747-400,2014-12-20
AC01494,Air France,Airbus A220-300,2018-09-15
AC01495,Air France,Airbus A380-800,2011-11-11
AC01496,Air France,Airbus A350-900,1997-06-05
AC01497,Air France,Boeing 747-400,2011-05-17
AC01498,Air France,Boeing 787-9 Dreamliner,2010-05-07
AC01499,Air France,Boeing 777-300ER,2016-11-05
AC01500,Air France,Airbus A220-300,2008-11-03
AC01501,Air France,Boeing 737-800,2013-11-07
AC01502,Air France,Airbus A320-200,1995-07-09
AC01503,Air France,Airbus A220-300,2020-03-02
AC01504,Air France,Airbus A350-900,2005-06-05
AC01505,Air France,Airbus A320-200,2020-10-15
AC01506,Air France,Boeing 747-400,1996-08-08
AC01507,Air France,Airbus A350-900,2010-11-10
AC01508,Air France,Boeing 737 MAX 8,2005-03-28
AC01509,Air France,Airbus A220-300,2008-05-01
AC01510,Air France,Boeing 787-9 Dreamliner,2014-10-19
AC01511,Air France,Airbus A320-200,2017-06-28
AC01512,Air France,Boeing 737-800,2005-06-13
AC01513,Air France,Airbus A220-300,2003-06-03
AC01514,Air France,Airbus A330-300,2007-03-27
AC01515,Air France,Boeing 737-800,2010-12-06
AC01516,Air France,Boeing 777-300ER,2016-08-03
AC01517,Air France,Boeing 787-9 Dreamliner,2011-09-28
AC01518,Air France,Boeing 737-800,2009-08-14
AC01519,Air France,Airbus A330-300,1997-12-23
AC01520,Air France,Boeing 737 MAX 8,2011-03-11
AC01521,Air France,Airbus A320-200,2010-06-01
AC01522,Air France,Boeing 787-9 Dreamliner,1998-12-29
AC01523,Air France,Airbus A220-300,2020-10-26
AC01524,Air France,Boeing 787-9 Dreamliner,2001-12-05
AC01525,Air France,Boeing 737-800,2008-12-24
AC01526,Air France,Airbus A220-300,2018-03-27
AC01527,Air France,Boeing 787-9 Dreamliner,1999-09-12
AC01528,Air France,Boeing 737 MAX 8,2020-04-19
AC01529,Air France,Boeing 737 MAX 8,2006-05-25
AC01530,Air France,Boeing 777-300ER,2020-06-05
AC01531,Air France,Airbus A330-300,2001-12-18
AC01532,British Airways,Boeing 737 MAX 8,2018-04-04
AC01533,British Airways,Boeing 777-300ER,2003-11-17
AC01534,British Airways,Boeing 747-400,2015-07-23
AC01535,British Airways,Airbus A320-200,2001-07-19
AC01536,British Airways,Airbus A220-300,1996-12-22
AC01537,British Airways,Airbus A320-200,2019-08-31
AC01538,British Airways,Airbus A330-300,2012-02-19
AC01539,British Airways,Boeing 787-9 Dreamliner,1998-12-21
AC01540,British Airways,Boeing 787-9 Dreamliner,2021-08-01
AC01541,British Airways,Airbus A320-200,2006-08-24
AC01542,British Airways,Airbus A380-800,2012-08-23
AC01543,British Airways,Boeing 737 MAX 8,2019-08-26
AC01544,British Airways,Boeing 747-400,2013-05-09
AC01545,British Airways,Boeing 747-400,2015-03-09
AC01546,British Airways,Airbus A380-800,2001-05-18
AC01547,British Airways,Airbus A380-800,2018-10-24
AC01548,British Airways,Airbus A330-300,1999-12-03
AC01549,British Airways,Boeing 747-400,2010-06-26
AC01550,British Airways,Airbus A380-800,2012-05-03
AC01551,British Airways,Boeing 747-400,2018-09-08
AC01552,British Airways,Airbus A320-200,1998-05-21
AC01553,British Airways,Boeing 787-9 Dreamliner,1997-08-28
AC01554,British Airways,Airbus A320-200,2002-10-27
AC01555,British Airways,Airbus A220-300,2007-06-15
AC01556,British Airways,Airbus A220-300,2005-05-05
AC01557,British Airways,Boeing 787-9 Dreamliner,2022-08-12
AC01558,British Airways,Boeing 777-300ER,1999-12-15
AC01559,British Airways,Boeing 777-300ER,2007-11-23
AC01560,British Airways,Boeing 737-800,2022-09-09
AC01561,British Airways,Boeing 737 MAX 8,1996-03-04
AC01562,British Airways,Airbus A330-300,2011-01-23
AC01563,British Airways,Airbus A350-900,2009-11-04
AC01564,British Airways,Boeing 787-9 Dreamliner,1998-05-30
AC01565,British Airways,Airbus A330-300,2011-03-26
AC01566,British Airways,Airbus A350-900,2012-05-21
AC01567,British Airways,Boeing 737-800,2007-05-31
AC01568,British Airways,Boeing 737 MAX 8,2000-09-25
AC01569,British Airways,Boeing 737 MAX 8,1997-04-06
AC01570,British Airways,Airbus A350-900,2021-08-23
AC01571,British Airways,Airbus A350-900,2002-04-23
AC01572,British Airways,Airbus A220-300,2010-06-27
AC01573,British Airways,Airbus A330-300,2017-02-25
AC01574,British Airways,Boeing 747-400,2006-06-15
AC01575,British Airways,Boeing 787-9 Dreamliner,2019-05-25
AC01576,British Airways,Boeing 737 MAX 8,2017-07-25
AC01577,British Airways,Airbus A330-300,2003-07-15
AC01578,British Airways,Boeing 737 MAX 8,2012-06-14
AC01579,British Airways,Boeing 747-400,2002-04-27
AC01580,British Airways,Boeing 787-9 Dreamliner,2016-07-25
AC01581,British Airways,Boeing 787-9 Dreamliner,2018-10-28
AC01582,British Airways,Boeing 737-800,2017-03-01
AC01583,British Airways,Boeing 787-9 Dreamliner,2021-07-17
AC01584,British Airways,Airbus A330-300,2019-01-26
AC01585,British Airways,Airbus A320-200,2010-08-24
AC01586,British Airways,Airbus A330-300,2006-10-18
AC01587,British Airways,Boeing 777-300ER,2010-10-19
AC01588,British Airways,Airbus A220-300,1996-06-01
AC01589,British Airways,Airbus A320-200,2002-04-23
AC01590,British Airways,Boeing 777-300ER,2019-11-07
AC01591,British Airways,Boeing 737-800,2007-10-28
AC01592,British Airways,Boeing 777-300ER,2011-05-20
AC01593,British Airways,Boeing 737 MAX 8,2003-02-05
AC01594,British Airways,Airbus A320-200,2020-09-09
AC01595,British Airways,Boeing 737-800,2010-01-31
AC01596,British Airways,Boeing 747-400,1997-02-02
AC01597,British Airways,Boeing 777-300ER,2004-07-11
AC01598,British Airways,Airbus A350-900,2003-02-01
AC01599,British Airways,Boeing 737-800,2022-03-08
AC01600,British Airways,Airbus A220-300,1996-05-19
AC01601,British Airways,Airbus A220-300,2000-10-01
AC01602,British Airways,Airbus A220-300,2007-04-19
AC01603,British Airways,Boeing 737-800,1999-09-25
AC01604,British Airways,Boeing 737-800,2002-11-28
AC01605,British Airways,Boeing 737-800,2012-10-06
AC01606,British Airways,Airbus A380-800,2022-07-23
AC01607,British Airways,Airbus A220-300,1996-07-10
AC01608,British Airways,Boeing 737 MAX 8,1996-12-15
AC01609,British Airways,Airbus A380-800,1999-04-16
AC01610,British Airways,Boeing 787-9 Dreamliner,2005-02-19
AC01611,British Airways,Airbus A220-300,2010-04-16
AC01612,British Airways,Boeing 777-300ER,2022-07-06
AC01613,British Airways,Boeing 787-9 Dreamliner,2016-12-25
AC01614,British Airways,Boeing 737-800,2012-05-02
AC01615,British Airways,Boeing 777-300ER,2009-10-20
AC01616,British Airways,Airbus A220-300,2002-02-27
AC01617,British Airways,Boeing 737-800,2009-04-06
AC01618,British Airways,Boeing 737-800,2022-04-10
AC01619,British Airways,Airbus A380-800,2019-11-09
AC01620,British Airways,Boeing 777-300ER,2003-01-18
AC01621,British Airways,Boeing 747-400,2022-05-10
AC01622,British Airways,Airbus A380-800,2002-06-30
AC01623,British Airways,Airbus A330-300,2019-02-24
AC01624,British Airways,Boeing 777-300ER,2009-01-25
AC01625,British Airways,Boeing 747-400,2003-08-19
AC01626,British Airways,Boeing 737-800,2003-04-18
AC01627,British Airways,Boeing 777-300ER,2021-11-24
AC01628,British Airways,Boeing 777-300ER,2017-01-17
AC01629,British Airways,Airbus A330-300,2013-06-20
AC01630,British Airways,Boeing 787-9 Dreamliner,2018-09-06
AC01631,British Airways,Airbus A330-300,2002-02-01
AC01632,British Airways,Airbus A380-800,2003-06-19
AC01633,British Airways,Airbus A330-300,2005-05-03
AC01634,British Airways,Airbus A220-300,2014-09-22
AC01635,British Airways,Airbus A330-300,2022-07-03
AC01636,British Airways,Boeing 777-300ER,2014-07-26
AC01637,British Airways,Boeing 747-400,2014-04-05
AC01638,British Airways,Airbus A220-300,2011-03-11
AC01639,British Airways,Airbus A220-300,2000-04-27
AC01640,British Airways,Airbus A320-200,2008-07-26
AC01641,British Airways,Boeing 737-800,1997-10-21
AC01642,British Airways,Boeing 737 MAX 8,2022-01-23
AC01643,British Airways,Boeing 787-9 Dreamliner,2017-02-11
AC01644,British Airways,Airbus A350-900,2022-07-31
AC01645,British Airways,Airbus A380-800,2005-07-07
AC01646,British Airways,Boeing 747-400,1995-11-10
AC01647,British Airways,Boeing 777-300ER,2002-09-30
AC01648,British Airways,Boeing 747-400,2001-02-28
AC01649,British Airways,Airbus A350-900,1995-02-18
AC01650,British Airways,Airbus A350-900,2017-04-08
AC01651,British Airways,Airbus A220-300,2016-12-21
AC01652,British Airways,Airbus A380-800,1995-03-05
AC01653,British Airways,Boeing 737 MAX 8,2018-05-29
AC01654,British Airways,Airbus A380-800,2020-11-23
AC01655,British Airways,Airbus A380-800,2015-03-05
AC01656,British Airways,Airbus A330-300,2007-04-01
AC01657,British Airways,Airbus A220-300,1995-12-27
AC01658,British Airways,Boeing 747-400,2012-06-15
AC01659,British Airways,Airbus A330-300,2014-10-07
AC01660,British Airways,Boeing 737 MAX 8,2008-01-23
AC01661,British Airways,Boeing 787-9 Dreamliner,2006-07-13
AC01662,British Airways,Boeing 747-400,2016-02-28
AC01663,British Airways,Boeing 737 MAX 8,2000-02-13
AC01664,British Airways,Boeing 787-9 Dreamliner,2020-09-05
AC01665,British Airways,Airbus A380-800,2018-03-07
AC01666,British Airways,Airbus A220-300,2012-02-09
AC01667,British Airways,Airbus A380-800,2014-07-13
AC01668,British Airways,Airbus A380-800,2003-12-22
AC01669,British Airways,Airbus A220-300,2012-04-08
AC01670,British Airways,Airbus A220-300,2002-11-01
AC01671,British Airways,Airbus A320-200,2014-09-26
AC01672,British Airways,Airbus A380-800,2013-12-12
AC01673,British Airways,Boeing 787-9 Dreamliner,2011-09-06
AC01674,British Airways,Airbus A320-200,2016-01-14
AC01675,British Airways,Boeing 737 MAX 8,2010-08-29
AC01676,British Airways,Airbus A220-300,2001-09-24
AC01677,British Airways,Boeing 747-400,2001-02-02
AC01678,British Airways,Airbus A220-300,2001-10-31
AC01679,British Airways,Boeing 737-800,2011-05-01
AC01680,British Airways,Boeing 777-300ER,2002-08-23
AC01681,British Airways,Airbus A350-900,1999-05-07
AC01682,British Airways,Boeing 747-400,2005-06-29
AC01683,British Airways,Airbus A220-300,2006-06-25
AC01684,British Airways,Boeing 787-9 Dreamliner,2022-05-09
AC01685,British Airways,Boeing 737-800,2005-02-18
AC01686,British Airways,Boeing 777-300ER,2004-01-08
AC01687,Turkish Airlines,Airbus A350-900,2013-07-30
AC01688,Turkish Airlines,Airbus A350-900,2002-10-03
AC01689,Turkish Airlines,Boeing 747-400,2000-03-08
AC01690,Turkish Airlines,Boeing 737-800,1999-08-03
AC01691,Turkish Airlines,Airbus A350-900,2015-07-26
AC01692,Turkish Airlines,Boeing 777-300ER,2001-12-31
AC01693,Turkish Airlines,Boeing 777-300ER,2022-11-29
AC01694,Turkish Airlines,Airbus A320-200,2001-03-14
AC01695,Turkish Airlines,Boeing 747-400,2014-01-28
AC01696,Turkish Airlines,Airbus A330-300,2013-11-08
AC01697,Turkish Airlines,Boeing 777-300ER,2015-05-10
AC01698,Turkish Airlines,Boeing 737-800,2005-07-23
AC01699,Turkish Airlines,Boeing 787-9 Dreamliner,2017-06-19
AC01700,Turkish Airlines,Airbus A330-300,2018-05-13
AC01701,Turkish Airlines,Airbus A320-200,2010-04-24
AC01702,Turkish Airlines,Boeing 777-300ER,1995-04-21
AC01703,Turkish Airlines,Airbus A220-300,2018-04-25
AC01704,Turkish Airlines,Boeing 737-800,2019-06-25
AC01705,Turkish Airlines,Boeing 747-400,2002-03-19
AC01706,Turkish Airlines,Airbus A220-300,2015-10-06
AC01707,Turkish Airlines,Boeing 787-9 Dreamliner,2010-08-11
AC01708,Turkish Airlines,Boeing 747-400,1997-06-06
AC01709,Turkish Airlines,Boeing 747-400,2005-08-12
AC01710,Turkish Airlines,Boeing 777-300ER,2020-08-23
AC01711,Turkish Airlines,Airbus A320-200,2010-12-24
AC01712,Turkish Airlines,Airbus A350-900,2006-03-11
AC01713,Turkish Airlines,Airbus A350-900,1999-09-17
AC01714,Turkish Airlines,Airbus A350-900,2001-06-13
AC01715,Turkish Airlines,Boeing 787-9 Dreamliner,2005-01-22
AC01716,Turkish Airlines,Boeing 737-800,2010-09-26
AC01717,Turkish Airlines,Boeing 747-400,2012-06-13
AC01718,Turkish Airlines,Airbus A320-200,1996-12-20
AC01719,Turkish Airlines,Boeing 737 MAX 8,1999-01-24
AC01720,Turkish Airlines,Boeing 737-800,2000-01-16
AC01721,Turkish Airlines,Airbus A380-800,2000-09-06
AC01722,Turkish Airlines,Boeing 737 MAX 8,2001-10-25
AC01723,Turkish Airlines,Airbus A350-900,2011-05-28
AC01724,Turkish Airlines,Boeing 747-400,2012-05-23
AC01725,Turkish Airlines,Airbus A330-300,2003-08-14
AC01726,Turkish Airlines,Airbus A330-300,2019-11-29
AC01727,Turkish Airlines,Boeing 737 MAX 8,2011-05-07
AC01728,Turkish Airlines,Boeing 787-9 Dreamliner,2016-07-30
AC01729,Turkish Airlines,Airbus A350-900,2011-10-23
AC01730,Turkish Airlines,Airbus A330-300,2000-09-14
AC01731,Turkish Airlines,Boeing 787-9 Dreamliner,2022-10-22
AC01732,Turkish Airlines,Airbus A330-300,1996-10-01
AC01733,Turkish Airlines,Airbus A380-800,2003-04-08
AC01734,Turkish Airlines,Airbus A380-800,2019-05-30
AC01735,Turkish Airlines,Boeing 737-800,2010-07-07
AC01736,Turkish Airlines,Airbus A320-200,2020-06-26
AC01737,Turkish Airlines,Boeing 737-800,2021-12-07
AC01738,Turkish Airlines,Boeing 787-9 Dreamliner,2012-08-29
AC01739,Turkish Airlines,Boeing 747-400,2020-04-27
AC01740,Turkish Airlines,Boeing 747-400,1995-07-21
AC01741,Turkish Airlines,Boeing 777-300ER,2000-06-27
AC01742,Turkish Airlines,Airbus A320-200,2011-04-07
AC01743,Turkish Airlines,Airbus A220-300,2011-01-21
AC01744,Turkish Airlines,Airbus A380-800,2021-02-02
AC01745,Turkish Airlines,Airbus A320-200,2010-06-14
AC01746,Turkish Airlines,Airbus A220-300,2000-07-12
AC01747,Turkish Airlines,Boeing 737-800,2010-04-06
AC01748,Turkish Airlines,Airbus A320-200,1997-03-13
AC01749,Turkish Airlines,Airbus A330-300,2001-01-09
AC01750,Turkish Airlines,Airbus A350-900,2018-03-28
AC01751,Turkish Airlines,Boeing 777-300ER,2002-07-01
AC01752,Turkish Airlines,Airbus A320-200,2000-04-01
AC01753,Turkish Airlines,Airbus A350-900,1998-04-10
AC01754,Turkish Airlines,Airbus A380-800,2005-04-08
AC01755,Turkish Airlines,Boeing 787-9 Dreamliner,2013-10-05
AC01756,Turkish Airlines,Boeing 737 MAX 8,2013-10-16
AC01757,Turkish Airlines,Airbus A320-200,2017-11-03
AC01758,Turkish Airlines,Boeing 737-800,2000-10-28
AC01759,Turkish Airlines,Boeing 777-300ER,1997-05-15
AC01760,Turkish Airlines,Airbus A330-300,2021-08-06
AC01761,Turkish Airlines,Airbus A350-900,2010-05-03
AC01762,Turkish Airlines,Airbus A380-800,2014-05-18
AC01763,Turkish Airlines,Airbus A330-300,2011-11-12
AC01764,Turkish Airlines,Boeing 737 MAX 8,2014-01-22
AC01765,Turkish Airlines,Boeing 737 MAX 8,2019-03-08
AC01766,Turkish Airlines,Boeing 737 MAX 8,1995-04-03
AC01767,Turkish Airlines,Airbus A330-300,2000-07-17
AC01768,Turkish Airlines,Boeing 737 MAX 8,2014-11-22
AC01769,Turkish Airlines,Airbus A330-300,2018-05-23
AC01770,Turkish Airlines,Boeing 737 MAX 8,2015-03-12
AC01771,Turkish Airlines,Airbus A320-200,2016-07-31
AC01772,Turkish Airlines,Airbus A330-300,2019-12-02
AC01773,Turkish Airlines,Boeing 787-9 Dreamliner,2019-10-30
AC01774,Turkish Airlines,Airbus A330-300,2007-10-06
AC01775,Turkish Airlines,Airbus A380-800,2009-03-12
AC01776,Turkish Airlines,Boeing 737 MAX 8,2017-05-22
AC01777,Turkish Airlines,Boeing 737-800,2011-07-20
AC01778,Turkish Airlines,Airbus A350-900,2001-04-14
AC01779,Turkish Airlines,Airbus A320-200,2014-08-02
AC01780,Turkish Airlines,Boeing 737-800,1999-01-04
AC01781,Turkish Airlines,Airbus A220-300,2018-07-30
AC01782,Turkish Airlines,Airbus A330-300,2017-01-31
AC01783,Turkish Airlines,Boeing 737-800,2019-03-31
AC01784,Turkish Airlines,Airbus A220-300,2017-12-21
AC01785,Turkish Airlines,Airbus A330-300,2009-12-10
AC01786,Turkish Airlines,Boeing 737-800,2004-03-29
AC01787,Turkish Airlines,Airbus A220-300,1995-08-16
AC01788,Turkish Airlines,Boeing 777-300ER,2015-08-23
AC01789,Turkish Airlines,Boeing 737-800,2011-02-19
AC01790,Turkish Airlines,Boeing 787-9 Dreamliner,2008-04-13
AC01791,Turkish Airlines,Airbus A220-300,1997-09-01
AC01792,Turkish Airlines,Airbus A320-200,2007-11-22
AC01793,Turkish Airlines,Airbus A350-900,2017-04-21
AC01794,Turkish Airlines,Boeing 787-9 Dreamliner,2005-02-24
AC01795,Turkish Airlines,Boeing 737 MAX 8,1996-10-23
AC01796,Turkish Airlines,Airbus A380-800,2016-05-06
AC01797,Turkish Airlines,Boeing 737 MAX 8,2017-05-13
AC01798,Turkish Airlines,Boeing 747-400,2022-11-17
AC01799,Turkish Airlines,Boeing 787-9 Dreamliner,2021-10-01
AC01800,Turkish Airlines,Boeing 777-300ER,1997-12-21
AC01801,Turkish Airlines,Boeing 787-9 Dreamliner,2000-06-04
AC01802,Turkish Airlines,Airbus A350-900,2003-06-06
AC01803,Turkish Airlines,Airbus A320-200,2006-06-22
AC01804,Turkish Airlines,Boeing 737-800,2016-11-13
AC01805,Turkish Airlines,Boeing 747-400,2001-04-16
AC01806,Turkish Airlines,Boeing 737-800,2016-12-25
AC01807,Turkish Airlines,Boeing 777-300ER,2002-04-26
AC01808,Turkish Airlines,Airbus A350-900,1995-12-27
AC01809,Turkish Airlines,Boeing 787-9 Dreamliner,2012-12-19
AC01810,Turkish Airlines,Boeing 737 MAX 8,2010-02-02
AC01811,Turkish Airlines,Boeing 737-800,2000-05-02
AC01812,Turkish Airlines,Airbus A220-300,2008-04-25
AC01813,Turkish Airlines,Airbus A220-300,2005-08-21
AC01814,Turkish Airlines,Airbus A220-300,2022-02-23
AC01815,Turkish Airlines,Airbus A350-900,2018-01-20
AC01816,Turkish Airlines,Boeing 737-800,2022-12-18
AC01817,Turkish Airlines,Boeing 747-400,2010-10-03
AC01818,Turkish Airlines,Airbus A380-800,1997-10-28
AC01819,Turkish Airlines,Boeing 747-400,1995-01-05
AC01820,Turkish Airlines,Boeing 787-9 Dreamliner,2021-07-18
AC01821,Turkish Airlines,Airbus A350-900,2015-05-02
AC01822,Turkish Airlines,Airbus A330-300,1996-10-07
AC01823,Turkish Airlines,Airbus A320-200,2001-09-24
AC01824,Turkish Airlines,Boeing 747-400,2008-02-01
AC01825,Turkish Airlines,Boeing 747-400,2021-04-25
AC01826,Turkish Airlines,Boeing 737 MAX 8,2022-02-02
AC01827,Turkish Airlines,Boeing 737 MAX 8,2016-05-08
AC01828,Turkish Airlines,Boeing 737 MAX 8,2009-06-02
AC01829,Turkish Airlines,Boeing 777-300ER,2007-05-08
AC01830,Turkish Airlines,Airbus A330-300,2017-04-16
AC01831,Turkish Airlines,Airbus A320-200,2009-10-17
AC01832,Turkish Airlines,Boeing 787-9 Dreamliner,1999-09-23
AC01833,Turkish Airlines,Airbus A330-300,2004-02-29
AC01834,Turkish Airlines,Boeing 737 MAX 8,2007-10-01
AC01835,Turkish Airlines,Boeing 787-9 Dreamliner,1999-09-07
AC01836,Turkish Airlines,Airbus A320-200,2017-08-30
AC01837,Turkish Airlines,Airbus A380-800,2021-05-02
AC01838,Turkish Airlines,Airbus A380-800,2001-08-09
AC01839,Turkish Airlines,Boeing 777-300ER,2008-03-24
AC01840,Turkish Airlines,Airbus A380-800,2002-10-11
AC01841,Turkish Airlines,Airbus A320-200,1995-10-07
AC01842,Turkish Airlines,Boeing 737 MAX 8,2004-11-08
AC01843,Turkish Airlines,Boeing 747-400,2020-08-14
AC01844,Turkish Airlines,Airbus A380-800,2009-07-02
AC01845,Turkish Airlines,Airbus A220-300,1996-11-11
AC01846,Turkish Airlines,Boeing 737 MAX 8,2000-10-20
AC01847,Turkish Airlines,Boeing 747-400,2001-10-20
AC01848,Turkish Airlines,Boeing 737-800,2015-05-30
AC01849,Turkish Airlines,Boeing 787-9 Dreamliner,2000-03-20
AC01850,Turkish Airlines,Boeing 787-9 Dreamliner,2010-10-14
